会员号,手机号,等级
4951,17424650423,金卡
4952,17907500007,普通
4953,13972374050,普通
4954,13540080462,银卡
4955,18580320062,金卡
4956,15730902215,普通
4957,16272928831,普通
4958,19115506456,银卡
4959,15048728511,金卡
4960,17970815471,普通
4961,19832305451,普通
4962,15960689775,银卡
4963,18074661024,金卡
4964,15927101706,普通
4965,18952200949,普通
4966,18494260996,银卡
4967,16580415186,金卡
4968,13188687292,普通
4969,14769738967,普通
4970,17590736934,银卡
4971,17371126694,金卡
4972,19696198702,普通
4973,15990171632,普通
4974,16821254580,银卡
4975,18467303074,金卡
4976,14529876712,普通
4977,14199031851,普通
4978,13525058548,银卡
4979,18384925113,金卡
4980,17700465054,普通
4981,16832300756,普通
4982,16528033813,银卡
4983,14352728686,金卡
4984,14966047596,普通
4985,17947197572,普通
4986,13692102935,银卡
4987,13513561913,金卡
4988,18695261059,普通
4989,19469848497,普通
4990,18373554033,银卡
4991,19941370786,金卡
4992,19011116751,普通
4993,14482832222,普通
4994,18552339416,银卡
4995,16575255485,金卡
4996,19394120643,普通
4997,17222549226,普通
4998,17437649453,银卡
4999,16231898645,金卡
5000,19622924673,普通
